time,Тсред,Тмин,Тмакс,Осадки всего,Направление ветра,Скорость ветра,Давление на уровне моря,file_path
2021-04-18,-1.7,-6.7,8.1,0.5,251.0,17.0,1010.1,data/train/02/2021-06-03_weather.csv
2021-04-19,-8.1,-11.3,-4.2,0.0,342.0,17.0,1027.2,data/train/02/2021-06-03_weather.csv
2021-04-20,-3.4,-10.2,2.6,0.6,278.0,13.3,1027.3,data/train/02/2021-06-03_weather.csv
2021-04-21,-1.6,-3.2,0.3,0.2,357.0,14.9,1025.8,data/train/02/2021-06-03_weather.csv
2021-04-22,0.7,-8.4,7.3,0.0,120.0,6.8,1042.2,data/train/02/2021-06-03_weather.csv
2021-04-23,4.1,-3.1,9.9,0.0,167.0,12.5,1043.3,data/train/02/2021-06-03_weather.csv
2021-04-24,5.3,-3.9,12.5,0.0,180.0,9.8,1035.4,data/train/02/2021-06-03_weather.csv
2021-04-25,8.9,-0.6,13.6,0.0,147.0,11.6,1026.7,data/train/02/2021-06-03_weather.csv
2021-04-26,9.3,2.6,16.1,0.0,175.0,15.1,1016.7,data/train/02/2021-06-03_weather.csv
2021-04-27,7.7,0.4,14.5,0.1,211.0,12.0,1013.0,data/train/02/2021-06-03_weather.csv
2021-04-28,8.4,4.7,13.8,1.9,226.0,8.4,1008.1,data/train/02/2021-06-03_weather.csv
2021-04-29,8.4,4.6,13.8,0.5,241.0,11.8,1007.6,data/train/02/2021-06-03_weather.csv
2021-04-30,7.9,2.8,12.9,0.0,262.0,15.6,1010.5,data/train/02/2021-06-03_weather.csv
2021-05-01,4.4,1.6,8.0,0.3,291.0,18.1,1018.8,data/train/02/2021-06-03_weather.csv
2021-05-02,16.4,0.0,21.2,0.0,199.0,18.6,1020.9,data/train/02/2021-06-03_weather.csv
2021-05-03,10.7,4.7,13.9,3.4,266.0,12.6,1015.2,data/train/02/2021-06-03_weather.csv
2021-05-04,8.2,-1.4,14.9,0.0,252.0,10.5,1021.0,data/train/02/2021-06-03_weather.csv
2021-05-05,14.0,8.0,20.1,0.0,190.0,16.3,1011.5,data/train/02/2021-06-03_weather.csv
2021-05-06,14.3,9.2,21.9,0.0,218.0,18.3,1001.8,data/train/02/2021-06-03_weather.csv
2021-05-07,10.2,5.2,14.4,0.0,279.0,17.1,1012.9,data/train/02/2021-06-03_weather.csv
2021-05-08,14.9,8.1,22.1,0.0,292.0,13.6,1017.3,data/train/02/2021-06-03_weather.csv
2021-05-09,11.3,5.5,16.6,0.0,65.0,12.9,1020.2,data/train/02/2021-06-03_weather.csv
2021-05-10,11.2,5.0,17.2,0.0,63.0,13.1,1024.5,data/train/02/2021-06-03_weather.csv
2021-05-11,12.1,3.7,19.1,0.0,17.0,8.6,1024.0,data/train/02/2021-06-03_weather.csv
2021-05-12,12.3,5.1,18.5,0.1,305.0,12.4,1020.0,data/train/02/2021-06-03_weather.csv
2021-05-13,10.6,4.4,16.9,0.1,309.0,9.1,1020.1,data/train/02/2021-06-03_weather.csv
2021-05-14,12.8,6.2,19.6,0.0,314.0,9.0,1024.0,data/train/02/2021-06-03_weather.csv
2021-05-15,19.5,13.0,27.1,0.1,239.0,10.9,1017.4,data/train/02/2021-06-03_weather.csv
2021-05-16,18.7,13.9,25.6,0.5,293.0,10.9,1013.0,data/train/02/2021-06-03_weather.csv
2021-05-17,20.1,10.2,29.4,0.0,260.0,11.5,1012.4,data/train/02/2021-06-03_weather.csv
2021-05-18,16.7,11.6,22.6,6.9,332.0,12.2,1008.9,data/train/02/2021-06-03_weather.csv
2021-05-19,11.9,8.6,15.0,0.0,9.0,14.2,1016.6,data/train/02/2021-06-03_weather.csv
2021-05-20,7.5,3.3,10.8,2.7,343.0,9.5,1021.9,data/train/02/2021-06-03_weather.csv
2021-05-21,13.9,6.2,22.2,7.5,192.0,8.4,1016.1,data/train/02/2021-06-03_weather.csv
2021-05-22,20.5,12.7,28.0,0.0,257.0,10.6,1016.8,data/train/02/2021-06-03_weather.csv
2021-02-18,-18.4,-21.8,-16.4,3.0,62.0,9.7,1023.9,data/train/19/2021-05-04_weather.csv
2021-02-19,-18.1,-19.6,-15.7,4.3,340.0,13.7,1008.9,data/train/19/2021-05-04_weather.csv
2021-02-20,-24.3,-29.6,-20.3,0.0,204.0,5.7,1026.8,data/train/19/2021-05-04_weather.csv
2021-02-21,-27.6,-23.8,-18.5,0.5,213.0,9.0,1021.7,data/train/19/2021-05-04_weather.csv
2021-02-22,-26.5,-29.5,-19.4,0.0,234.0,3.2,1026.7,data/train/19/2021-05-04_weather.csv
2021-02-23,-21.6,-33.0,-18.9,0.9,95.0,14.8,1026.2,data/train/19/2021-05-04_weather.csv
2021-02-24,-19.4,-21.9,-11.1,4.8,103.0,20.1,1006.5,data/train/19/2021-05-04_weather.csv
2021-02-25,-27.9,-28.2,-21.9,0.3,238.0,6.0,1013.5,data/train/19/2021-05-04_weather.csv
2021-02-26,-27.3,-31.3,-21.0,0.0,249.0,5.2,1029.5,data/train/19/2021-05-04_weather.csv
2021-02-27,-26.2,-31.3,-20.7,0.0,179.0,4.9,1033.2,data/train/19/2021-05-04_weather.csv
2021-02-28,-19.2,-30.8,-15.8,0.5,108.0,17.1,1021.7,data/train/19/2021-05-04_weather.csv
2021-03-01,-16.4,-18.3,-13.1,1.3,33.0,11.6,1011.2,data/train/19/2021-05-04_weather.csv
2021-03-02,-18.5,-22.4,-11.4,0.0,225.0,3.5,1016.0,data/train/19/2021-05-04_weather.csv
2021-03-03,-11.8,-18.4,-8.9,0.3,188.0,8.8,1012.5,data/train/19/2021-05-04_weather.csv
2021-03-04,-1.4,-8.5,0.0,4.1,198.0,12.5,1004.8,data/train/19/2021-05-04_weather.csv
2021-03-05,-3.9,-6.3,-2.0,3.0,222.0,14.6,1004.2,data/train/19/2021-05-04_weather.csv
2021-03-06,-6.2,-8.8,0.2,4.1,232.0,15.5,1006.1,data/train/19/2021-05-04_weather.csv
2021-03-07,-6.9,-13.2,-2.9,1.0,198.0,10.1,1013.4,data/train/19/2021-05-04_weather.csv
2021-03-08,-8.3,-11.0,0.6,4.1,239.0,14.5,1006.5,data/train/19/2021-05-04_weather.csv
2021-03-09,-7.7,-12.5,-4.5,0.0,207.0,11.9,1016.2,data/train/19/2021-05-04_weather.csv
2021-03-10,-9.2,-9.6,-6.7,5.1,149.0,9.3,1007.6,data/train/19/2021-05-04_weather.csv
2021-03-11,-10.9,-10.6,-6.1,0.3,214.0,11.7,1005.0,data/train/19/2021-05-04_weather.csv
2021-03-12,-17.4,-18.4,-14.4,0.0,242.0,10.7,1011.6,data/train/19/2021-05-04_weather.csv
2021-03-13,-18.8,-20.4,-12.0,0.1,246.0,9.0,1024.3,data/train/19/2021-05-04_weather.csv
2021-03-14,-17.9,-19.9,-8.1,0.0,222.0,6.2,1030.4,data/train/19/2021-05-04_weather.csv
2021-03-15,-15.7,-19.9,-8.6,0.0,229.0,7.0,1029.7,data/train/19/2021-05-04_weather.csv
2021-03-16,-11.1,-12.8,-6.7,0.0,223.0,8.6,1031.5,data/train/19/2021-05-04_weather.csv
2021-03-17,-7.9,-13.0,-4.7,0.8,211.0,8.6,1028.7,data/train/19/2021-05-04_weather.csv
2021-03-18,-8.5,-8.2,-1.6,0.3,229.0,7.7,1031.9,data/train/19/2021-05-04_weather.csv
2021-03-19,-5.6,-10.6,-1.4,0.0,159.0,14.1,1026.7,data/train/19/2021-05-04_weather.csv
2021-03-20,-1.3,-5.6,2.2,0.8,170.0,14.0,1004.9,data/train/19/2021-05-04_weather.csv
2021-03-21,-0.7,-1.2,1.4,1.0,225.0,13.0,1002.0,data/train/19/2021-05-04_weather.csv
2021-03-22,-3.2,-3.1,-0.4,1.3,217.0,6.2,1011.9,data/train/19/2021-05-04_weather.csv
2021-03-23,-4.0,-5.1,0.0,0.3,228.0,6.0,1014.8,data/train/19/2021-05-04_weather.csv
2021-03-24,-4.9,-7.3,-1.5,0.0,250.0,10.1,1014.8,data/train/19/2021-05-04_weather.csv
2021-03-25,-3.9,-4.6,0.1,1.0,235.0,9.0,1012.4,data/train/19/2021-05-04_weather.csv
2021-03-26,-3.5,-5.2,2.1,0.0,223.0,9.5,1013.9,data/train/19/2021-05-04_weather.csv
2021-03-27,-3.8,-5.9,0.1,0.0,174.0,5.4,1009.9,data/train/19/2021-05-04_weather.csv
2021-03-28,-2.2,-3.2,1.9,0.8,264.0,5.6,1004.0,data/train/19/2021-05-04_weather.csv
2021-03-29,-5.1,-6.5,-1.7,6.1,307.0,15.5,1009.3,data/train/19/2021-05-04_weather.csv
2021-03-30,-7.6,-8.8,-2.5,1.0,307.0,8.8,1027.9,data/train/19/2021-05-04_weather.csv
2021-03-31,-7.2,-10.0,-1.0,0.0,225.0,8.2,1030.8,data/train/19/2021-05-04_weather.csv
2021-04-01,-4.6,-10.1,-1.1,0.0,204.0,11.0,1027.8,data/train/19/2021-05-04_weather.csv
2021-04-02,0.2,-3.7,2.5,2.0,215.0,12.8,1021.4,data/train/19/2021-05-04_weather.csv
2021-04-03,0.0,-1.5,5.7,0.0,218.0,10.3,1023.4,data/train/19/2021-05-04_weather.csv
2021-04-04,2.2,-1.7,6.9,0.0,153.0,13.6,1018.0,data/train/19/2021-05-04_weather.csv
2021-04-05,2.1,2.0,5.5,0.0,159.0,13.3,1006.9,data/train/19/2021-05-04_weather.csv
2021-04-06,0.6,-0.3,5.5,0.0,229.0,13.0,1016.0,data/train/19/2021-05-04_weather.csv
2021-04-07,0.9,-2.6,5.1,0.0,227.0,7.3,1024.7,data/train/19/2021-05-04_weather.csv
2021-04-08,3.2,-1.1,6.0,0.0,120.0,11.4,1025.5,data/train/19/2021-05-04_weather.csv
2021-04-09,2.6,1.5,3.6,1.0,99.0,15.2,1024.9,data/train/19/2021-05-04_weather.csv
2021-04-10,4.2,-0.2,9.0,1.0,75.0,11.4,1036.4,data/train/19/2021-05-04_weather.csv
2021-04-11,5.0,-2.6,11.5,0.0,133.0,3.5,1041.6,data/train/19/2021-05-04_weather.csv
2021-04-12,5.9,0.1,11.5,0.0,236.0,7.2,1034.1,data/train/19/2021-05-04_weather.csv
2021-04-13,6.7,0.3,13.0,0.0,305.0,6.9,1036.7,data/train/19/2021-05-04_weather.csv
2021-04-14,8.5,3.4,15.2,0.0,238.0,10.2,1031.1,data/train/19/2021-05-04_weather.csv
2021-04-15,12.4,4.7,19.6,0.0,241.0,8.3,1023.4,data/train/19/2021-05-04_weather.csv
2021-04-16,9.0,3.2,18.3,0.0,286.0,11.0,1017.6,data/train/19/2021-05-04_weather.csv
2021-04-17,3.6,-1.9,8.5,0.0,318.0,7.3,1024.6,data/train/19/2021-05-04_weather.csv
2021-04-18,2.3,-3.9,10.8,0.0,253.0,12.3,1012.9,data/train/19/2021-05-04_weather.csv
2021-04-19,-5.3,-9.2,-1.5,0.0,348.0,12.7,1027.5,data/train/19/2021-05-04_weather.csv
